t V gam alpha th thsp Tcc Trc lf alt
6.27 11.548 -0.460 -4.879 -5.339 -5.742 4.68 47.14 1.1262 49.72
6.29 11.561 -0.606 -4.780 -5.386 -5.742 4.68 47.14 1.1308 49.72
6.31 11.567 -0.663 -4.777 -5.440 -5.775 4.68 47.12 1.1314 49.72
6.33 11.562 -0.723 -4.770 -5.493 -5.775 4.68 47.12 1.1311 49.72
6.35 11.560 -0.827 -4.673 -5.501 -5.775 4.68 47.12 1.1342 49.72
6.37 11.559 -0.764 -4.705 -5.470 -5.813 4.68 47.12 1.1329 49.71
6.39 11.558 -0.760 -4.677 -5.437 -5.813 4.68 47.12 1.1337 49.71
6.41 11.558 -0.760 -4.678 -5.437 -5.813 4.68 47.12 1.1336 49.70
6.43 11.469 -0.866 -4.578 -5.445 -5.856 4.69 47.13 1.1287 49.70
6.45 11.424 -0.842 -4.589 -5.431 -5.856 4.69 47.13 1.1242 49.69
6.47 11.402 -0.861 -4.512 -5.373 -5.856 4.69 47.13 1.1247 49.69
6.49 11.391 -0.869 -4.482 -5.351 -5.903 4.70 47.15 1.1247 49.69
6.51 11.385 -0.896 -4.470 -5.366 -5.903 4.70 47.15 1.1246 49.69
6.53 11.299 -0.868 -4.528 -5.396 -5.903 4.70 47.15 1.1146 49.68
6.55 11.256 -0.876 -4.517 -5.393 -5.951 4.71 47.17 1.1111 49.68
6.57 11.234 -0.893 -4.527 -5.421 -5.951 4.71 47.17 1.1088 49.68
6.59 11.223 -0.960 -4.445 -5.405 -5.951 4.71 47.17 1.1106 49.68
6.61 11.218 -0.958 -4.453 -5.411 -6.002 4.73 47.21 1.1099 49.67
6.63 11.362 -0.956 -4.483 -5.439 -6.002 4.73 47.21 1.1223 49.67
6.65 11.434 -0.953 -4.499 -5.452 -6.002 4.73 47.21 1.1285 49.67
6.67 11.470 -0.993 -4.441 -5.434 -6.050 4.74 47.24 1.1340 49.67
6.69 11.488 -0.953 -4.484 -5.437 -6.050 4.74 47.24 1.1343 49.66
6.71 11.497 -0.934 -4.508 -5.442 -6.050 4.74 47.24 1.1344 49.66
6.73 11.313 -0.868 -4.651 -5.519 -6.100 4.76 47.27 1.1125 49.66
6.75 11.221 -0.872 -4.674 -5.546 -6.100 4.76 47.27 1.1035 49.66
6.77 11.175 -0.948 -4.663 -5.611 -6.100 4.76 47.27 1.0998 49.65
6.79 11.152 -0.949 -4.732 -5.681 -6.151 4.78 47.31 1.0956 49.65
6.81 11.141 -0.945 -4.830 -5.775 -6.151 4.78 47.31 1.0915 49.65
6.83 11.424 -0.911 -4.885 -5.796 -6.196 4.80 47.33 1.1153 49.65
6.85 11.565 -0.853 -4.967 -5.820 -6.196 4.80 47.33 1.1255 49.65
6.87 11.636 -0.880 -4.932 -5.812 -6.196 4.80 47.33 1.1334 49.64
6.89 11.672 -0.771 -5.035 -5.807 -6.237 4.82 47.34 1.1330 49.64
6.91 11.689 -0.844 -4.965 -5.809 -6.237 4.82 47.34 1.1373 49.64
6.93 11.586 -0.827 -5.015 -5.841 -6.237 4.82 47.34 1.1261 49.64
6.95 11.534 -0.815 -5.019 -5.834 -6.281 4.84 47.36 1.1213 49.64
6.97 11.508 -0.854 -4.965 -5.819 -6.281 4.84 47.36 1.1209 49.64
6.99 11.496 -0.745 -5.086 -5.831 -6.281 4.84 47.36 1.1156 49.64
7.01 11.555 -0.726 -5.116 -5.841 -6.324 4.86 47.37 1.1201 49.64
7.03 11.585 -0.719 -5.076 -5.795 -6.324 4.86 47.37 1.1243 49.64
7.05 11.600 -0.699 -5.078 -5.777 -6.324 4.86 47.37 1.1257 49.63
7.07 11.608 -0.693 -5.159 -5.852 -6.365 4.89 47.39 1.1235 49.63
7.09 11.612 -0.732 -5.104 -5.836 -6.365 4.89 47.39 1.1259 49.63
7.11 11.614 -0.723 -5.111 -5.835 -6.365 4.89 47.39 1.1259 49.63
7.13 11.645 -0.752 -5.095 -5.848 -6.408 4.91 47.40 1.1295 49.63
7.15 11.661 -0.704 -5.158 -5.862 -6.408 4.91 47.40 1.1288 49.63
7.17 11.669 -0.706 -5.215 -5.921 -6.408 4.91 47.40 1.1275 49.63
7.19 11.673 -0.704 -5.236 -5.940 -6.448 4.94 47.42 1.1272 49.63
7.21 11.675 -0.556 -5.368 -5.924 -6.448 4.94 47.42 1.1227 49.62
7.23 11.691 -0.464 -5.451 -5.914 -6.448 4.94 47.42 1.1212 49.63
7.25 11.699 -0.366 -5.543 -5.909 -6.484 4.96 47.42 1.1186 49.63
7.27 11.703 -0.337 -5.618 -5.955 -6.484 4.96 47.42 1.1162 49.63
7.29 11.705 -0.331 -5.614 -5.945 -6.484 4.96 47.42 1.1166 49.63
7.31 11.706 -0.399 -5.510 -5.909 -6.520 4.99 47.42 1.1205 49.63
7.33 11.735 -0.398 -5.517 -5.914 -6.520 4.99 47.42 1.1229 49.63
7.35 11.750 -0.381 -5.546 -5.926 -6.520 4.99 47.42 1.1232 49.63
7.37 11.757 -0.382 -5.618 -6.000 -6.556 5.02 47.41 1.1213 49.63
7.39 11.761 -0.352 -5.689 -6.040 -6.556 5.02 47.41 1.1190 49.63
7.41 11.763 -0.462 -5.595 -6.057 -6.556 5.02 47.41 1.1226 49.63
7.43 11.697 -0.512 -5.559 -6.070 -6.593 5.05 47.42 1.1180 49.63
7.45 11.664 -0.464 -5.618 -6.082 -6.593 5.05 47.42 1.1130 49.64
7.47 11.647 -0.491 -5.621 -6.113 -6.593 5.05 47.42 1.1114 49.64
7.49 11.639 -0.481 -5.620 -6.101 -6.630 5.08 47.42 1.1107 49.64
7.51 11.635 -0.497 -5.627 -6.123 -6.630 5.08 47.42 1.1101 49.64
7.53 11.451 -0.479 -5.689 -6.167 -6.630 5.08 47.42 1.0918 49.64
7.55 11.359 -0.353 -5.814 -6.167 -6.668 5.11 47.42 1.0795 49.65
7.57 11.313 -0.305 -5.826 -6.132 -6.668 5.11 47.42 1.0752 49.65
7.59 11.289 -0.287 -5.819 -6.106 -6.668 5.11 47.42 1.0735 49.65
7.61 11.278 -0.384 -5.681 -6.065 -6.706 5.14 47.43 1.0772 49.65
7.63 11.434 -0.335 -5.754 -6.090 -6.706 5.14 47.43 1.0881 49.66
7.65 11.513 -0.423 -5.635 -6.058 -6.706 5.14 47.43 1.0991 49.66
7.67 11.552 -0.446 -5.614 -6.059 -6.744 5.18 47.44 1.1033 49.66
7.69 11.571 -0.463 -5.623 -6.085 -6.744 5.18 47.44 1.1047 49.66
7.71 11.581 -0.478 -5.629 -6.107 -6.744 5.18 47.44 1.1054 49.66
7.73 11.591 -0.491 -5.551 -6.042 -6.783 5.21 47.45 1.1090 49.67
7.75 11.595 -0.516 -5.493 -6.009 -6.783 5.21 47.45 1.1115 49.67
7.77 11.598 -0.600 -5.410 -6.010 -6.783 5.21 47.45 1.1147 49.67
7.79 11.599 -0.548 -5.469 -6.018 -6.824 5.24 47.46 1.1127 49.67
7.81 11.600 -0.630 -5.384 -6.014 -6.824 5.24 47.46 1.1158 49.67
7.83 11.642 -0.616 -5.398 -6.014 -6.824 5.24 47.46 1.1192 49.67
7.85 11.663 -0.662 -5.378 -6.040 -6.866 5.28 47.48 1.1219 49.67
7.87 11.674 -0.642 -5.345 -5.987 -6.866 5.28 47.48 1.1240 49.67
7.89 11.679 -0.809 -5.196 -6.005 -6.866 5.28 47.48 1.1300 49.67
7.91 11.682 -0.803 -5.270 -6.073 -6.910 5.31 47.51 1.1276 49.67
7.93 11.684 -0.745 -5.420 -6.165 -6.910 5.31 47.51 1.1225 49.67
7.95 11.686 -0.805 -5.453 -6.259 -6.910 5.31 47.51 1.1214 49.66
7.97 11.686 -0.752 -5.561 -6.313 -6.948 5.35 47.51 1.1176 49.67
7.99 11.687 -0.677 -5.652 -6.330 -6.948 5.35 47.51 1.1144 49.67
8.01 11.687 -0.703 -5.629 -6.333 -6.948 5.35 47.51 1.1153 49.67
8.03 11.626 -0.723 -5.653 -6.376 -6.986 5.38 47.52 1.1091 49.67
8.05 11.596 -0.802 -5.591 -6.393 -6.986 5.38 47.52 1.1087 49.67
8.07 11.581 -0.652 -5.749 -6.402 -7.023 5.42 47.53 1.1018 49.67
8.09 11.573 -0.672 -5.780 -6.452 -7.023 5.42 47.53 1.1001 49.67
8.11 11.569 -0.599 -5.877 -6.476 -7.023 5.42 47.53 1.0963 49.67
8.13 11.639 -0.635 -5.805 -6.440 -7.058 5.46 47.53 1.1050 49.67
8.15 11.674 -0.607 -5.804 -6.410 -7.058 5.46 47.53 1.1081 49.67
8.17 11.691 -0.573 -5.865 -6.438 -7.058 5.46 47.53 1.1074 49.67
8.19 11.700 -0.557 -5.947 -6.504 -7.092 5.49 47.52 1.1052 49.67
8.21 11.704 -0.567 -5.972 -6.539 -7.092 5.49 47.52 1.1047 49.67
8.23 11.651 -0.616 -5.930 -6.546 -7.092 5.49 47.52 1.1016 49.67
8.25 11.625 -0.625 -5.899 -6.525 -7.125 5.53 47.52 1.1004 49.67
8.27 11.612 -0.643 -5.871 -6.513 -7.125 5.53 47.52 1.1003 49.67
8.29 11.605 -0.716 -5.808 -6.524 -7.161 5.56 47.52 1.1020 49.66
8.31 11.602 -0.812 -5.686 -6.498 -7.161 5.56 47.52 1.1060 49.66
8.33 11.685 -0.891 -5.613 -6.504 -7.161 5.56 47.52 1.1160 49.66
8.35 11.726 -0.916 -5.575 -6.491 -7.199 5.60 47.53 1.1211 49.66
8.37 11.747 -1.020 -5.516 -6.537 -7.199 5.60 47.53 1.1251 49.65
8.39 11.757 -0.987 -5.499 -6.486 -7.199 5.60 47.53 1.1267 49.65
8.41 11.763 -1.017 -5.477 -6.494 -7.238 5.64 47.55 1.1280 49.65
8.43 11.818 -1.088 -5.393 -6.482 -7.238 5.64 47.55 1.1362 49.64
8.45 11.846 -1.088 -5.387 -6.474 -7.238 5.64 47.55 1.1390 49.64
8.47 11.860 -1.186 -5.319 -6.505 -7.277 5.67 47.56 1.1428 49.64
8.49 11.867 -1.282 -5.224 -6.506 -7.277 5.67 47.56 1.1470 49.63
8.51 11.870 -1.299 -5.186 -6.485 -7.320 5.71 47.58 1.1488 49.63
8.53 11.940 -1.365 -5.126 -6.491 -7.320 5.71 47.58 1.1576 49.63
8.55 11.975 -1.374 -5.116 -6.491 -7.320 5.71 47.58 1.1613 49.62
8.57 11.993 -1.247 -5.313 -6.561 -7.358 5.74 47.59 1.1555 49.62
8.59 12.001 -1.213 -5.336 -6.549 -7.358 5.74 47.59 1.1555 49.62
8.61 12.006 -1.190 -5.361 -6.551 -7.358 5.74 47.59 1.1550 49.62
8.63 12.110 -1.188 -5.356 -6.544 -7.395 5.77 47.59 1.1649 49.61
8.65 12.163 -1.231 -5.390 -6.621 -7.395 5.77 47.59 1.1686 49.61
8.67 12.189 -1.301 -5.374 -6.674 -7.430 5.80 47.59 1.1717 49.61
8.69 12.202 -1.354 -5.338 -6.692 -7.430 5.80 47.59 1.1744 49.61
8.71 12.208 -1.374 -5.363 -6.737 -7.430 5.80 47.59 1.1740 49.61
8.73 11.886 -1.393 -5.328 -6.721 -7.468 5.83 47.59 1.1453 49.60
8.75 11.724 -1.381 -5.401 -6.781 -7.468 5.83 47.59 1.1279 49.60
8.77 11.644 -1.391 -5.408 -6.799 -7.468 5.83 47.59 1.1203 49.60
8.79 11.603 -1.387 -5.388 -6.774 -7.508 5.87 47.61 1.1175 49.60
8.81 11.583 -1.297 -5.493 -6.790 -7.508 5.87 47.61 1.1119 49.60
8.83 11.767 -1.292 -5.518 -6.810 -7.508 5.87 47.61 1.1275 49.60
8.85 11.860 -1.296 -5.516 -6.812 -7.543 5.90 47.60 1.1360 49.59
8.87 11.906 -1.306 -5.509 -6.815 -7.543 5.90 47.60 1.1404 49.59
8.89 11.929 -1.246 -5.606 -6.851 -7.543 5.90 47.60 1.1389 49.59
8.91 11.940 -1.242 -5.687 -6.929 -7.574 5.93 47.59 1.1368 49.59
8.93 11.825 -1.249 -5.699 -6.949 -7.574 5.93 47.59 1.1260 49.59
8.95 11.767 -1.169 -5.771 -6.940 -7.605 5.97 47.58 1.1181 49.58
8.97 11.738 -1.212 -5.731 -6.944 -7.605 5.97 47.58 1.1170 49.58
8.99 11.723 -1.200 -5.817 -7.017 -7.605 5.97 47.58 1.1125 49.58
9.01 11.716 -1.200 -5.817 -7.018 -7.635 6.00 47.57 1.1119 49.58
9.03 11.960 -1.185 -5.844 -7.029 -7.635 6.00 47.57 1.1325 49.58
9.05 12.082 -1.309 -5.659 -6.967 -7.635 6.00 47.57 1.1506 49.58
9.07 12.143 -1.389 -5.586 -6.975 -7.664 6.03 47.55 1.1590 49.57
9.09 12.173 -1.399 -5.600 -6.999 -7.664 6.03 47.55 1.1612 49.57
9.11 12.188 -1.422 -5.586 -7.009 -7.692 6.06 47.53 1.1631 49.57
9.13 12.062 -1.380 -5.659 -7.039 -7.692 6.06 47.53 1.1485 49.56
9.15 11.998 -1.338 -5.709 -7.047 -7.692 6.06 47.53 1.1407 49.56
9.17 11.967 -1.341 -5.737 -7.079 -7.718 6.09 47.50 1.1367 49.56
9.19 11.951 -1.342 -5.701 -7.043 -7.718 6.09 47.50 1.1365 49.55
9.21 11.943 -1.394 -5.668 -7.062 -7.718 6.09 47.50 1.1370 49.55
9.23 12.078 -1.410 -5.672 -7.081 -7.745 6.12 47.48 1.1491 49.55
9.25 12.146 -1.275 -5.847 -7.122 -7.745 6.12 47.48 1.1484 49.55
9.27 12.180 -1.437 -5.716 -7.153 -7.745 6.12 47.48 1.1566 49.55
9.29 12.197 -1.489 -5.683 -7.172 -7.770 6.15 47.45 1.1593 49.54
9.31 12.206 -1.484 -5.725 -7.209 -7.770 6.15 47.45 1.1583 49.54
9.33 12.236 -1.538 -5.637 -7.175 -7.770 6.15 47.45 1.1646 49.53
9.35 12.252 -1.602 -5.530 -7.132 -7.795 6.18 47.42 1.1702 49.53
9.37 12.260 -1.666 -5.449 -7.115 -7.795 6.18 47.42 1.1741 49.53
9.39 12.263 -1.716 -5.458 -7.174 -7.822 6.20 47.39 1.1740 49.52
9.41 12.265 -1.689 -5.510 -7.198 -7.822 6.20 47.39 1.1719 49.51
9.43 12.214 -1.694 -5.507 -7.201 -7.822 6.20 47.39 1.1671 49.51
9.45 12.188 -1.659 -5.548 -7.207 -7.847 6.23 47.36 1.1629 49.50
9.47 12.175 -1.595 -5.613 -7.208 -7.847 6.23 47.36 1.1590 49.50
9.49 12.169 -1.536 -5.717 -7.253 -7.847 6.23 47.36 1.1542 49.50
9.51 12.166 -1.544 -5.682 -7.227 -7.869 6.26 47.32 1.1551 49.50
9.53 12.227 -1.535 -5.710 -7.246 -7.869 6.26 47.32 1.1595 49.49
9.55 12.258 -1.585 -5.656 -7.241 -7.869 6.26 47.32 1.1644 49.49
9.57 12.274 -1.609 -5.673 -7.283 -7.891 6.28 47.28 1.1650 49.49
9.59 12.281 -1.666 -5.593 -7.259 -7.891 6.28 47.28 1.1688 49.48
9.61 12.285 -1.771 -5.540 -7.311 -7.914 6.31 47.24 1.1712 49.48
9.63 12.358 -1.713 -5.607 -7.320 -7.914 6.31 47.24 1.1751 49.48
9.65 12.395 -1.786 -5.523 -7.309 -7.914 6.31 47.24 1.1819 49.47
9.67 12.413 -1.702 -5.594 -7.295 -7.934 6.33 47.20 1.1805 49.47
9.69 12.422 -1.706 -5.603 -7.308 -7.934 6.33 47.20 1.1808 49.46
9.71 12.427 -1.775 -5.524 -7.298 -7.934 6.33 47.20 1.1843 49.46
9.73 12.358 -1.824 -5.408 -7.232 -7.957 6.35 47.16 1.1823 49.45
9.75 12.324 -1.765 -5.459 -7.224 -7.957 6.35 47.16 1.1768 49.45
9.77 12.306 -1.791 -5.488 -7.278 -7.957 6.35 47.16 1.1738 49.45
9.79 12.298 -1.805 -5.481 -7.285 -7.979 6.38 47.12 1.1731 49.44
9.81 12.294 -1.795 -5.449 -7.243 -7.979 6.38 47.12 1.1738 49.44
9.83 12.354 -1.785 -5.403 -7.188 -7.979 6.38 47.12 1.1812 49.44
9.85 12.385 -1.808 -5.422 -7.229 -8.000 6.40 47.07 1.1832 49.43
9.87 12.400 -1.786 -5.450 -7.236 -8.000 6.40 47.07 1.1833 49.43
9.89 12.408 -1.726 -5.466 -7.193 -8.000 6.40 47.07 1.1831 49.42
9.91 12.411 -1.809 -5.375 -7.184 -8.020 6.42 47.03 1.1871 49.42
9.93 12.312 -1.846 -5.371 -7.216 -8.020 6.42 47.03 1.1776 49.41
9.95 12.263 -1.866 -5.357 -7.223 -8.020 6.42 47.03 1.1732 49.41
9.97 12.238 -1.825 -5.456 -7.281 -8.042 6.45 46.98 1.1667 49.40
9.99 12.226 -1.785 -5.467 -7.252 -8.042 6.45 46.98 1.1649 49.40
10.01 12.220 -1.817 -5.375 -7.193 -8.042 6.45 46.98 1.1678 49.39
10.03 12.381 -1.744 -5.487 -7.231 -8.061 6.47 46.93 1.1783 49.39
10.05 12.462 -1.793 -5.449 -7.242 -8.061 6.47 46.93 1.1874 49.38
10.07 12.502 -1.812 -5.465 -7.277 -8.061 6.47 46.93 1.1904 49.37
10.09 12.522 -1.784 -5.559 -7.343 -8.077 6.49 46.87 1.1882 49.37
10.11 12.532 -1.899 -5.487 -7.385 -8.077 6.49 46.87 1.1920 49.37
10.13 12.492 -1.890 -5.468 -7.358 -8.077 6.49 46.87 1.1887 49.36
10.15 12.471 -1.943 -5.396 -7.338 -8.094 6.51 46.81 1.1895 49.36
10.17 12.461 -2.002 -5.334 -7.336 -8.094 6.51 46.81 1.1909 49.35
10.19 12.456 -2.057 -5.293 -7.351 -8.113 6.53 46.76 1.1918 49.35
10.21 12.454 -1.934 -5.396 -7.331 -8.113 6.53 46.76 1.1870 49.34
10.23 12.415 -1.929 -5.426 -7.355 -8.113 6.53 46.76 1.1819 49.33
10.25 12.396 -1.909 -5.444 -7.353 -8.131 6.55 46.70 1.1790 49.33
10.27 12.387 -1.886 -5.519 -7.405 -8.131 6.55 46.70 1.1748 49.32
10.29 12.382 -1.808 -5.613 -7.421 -8.131 6.55 46.70 1.1702 49.32
10.31 12.379 -1.830 -5.619 -7.449 -8.146 6.57 46.63 1.1695 49.31
10.33 12.538 -1.841 -5.641 -7.481 -8.146 6.57 46.63 1.1834 49.30
10.35 12.617 -1.859 -5.558 -7.416 -8.146 6.57 46.63 1.1942 49.30
10.37 12.657 -1.904 -5.489 -7.393 -8.160 6.59 46.56 1.2007 49.30
10.39 12.676 -1.945 -5.446 -7.391 -8.160 6.59 46.56 1.2041 49.29
10.41 12.686 -2.031 -5.349 -7.379 -8.160 6.59 46.56 1.2090 49.28
10.43 12.712 -2.000 -5.382 -7.381 -8.175 6.60 46.50 1.2099 49.28
10.45 12.725 -2.024 -5.352 -7.375 -8.175 6.60 46.50 1.2121 49.27
10.47 12.732 -2.022 -5.389 -7.411 -8.175 6.60 46.50 1.2110 49.27
10.49 12.735 -2.061 -5.355 -7.416 -8.188 6.62 46.43 1.2124 49.26
10.51 12.737 -2.108 -5.295 -7.403 -8.188 6.62 46.43 1.2149 49.26
10.53 12.490 -2.220 -5.220 -7.440 -8.208 6.64 46.37 1.1936 49.25
10.55 12.367 -2.181 -5.295 -7.476 -8.208 6.64 46.37 1.1782 49.24
10.57 12.305 -2.106 -5.354 -7.460 -8.208 6.64 46.37 1.1696 49.23
10.59 12.274 -2.177 -5.293 -7.470 -8.228 6.66 46.32 1.1689 49.23
10.61 12.259 -2.149 -5.360 -7.508 -8.228 6.66 46.32 1.1644 49.22
10.63 12.369 -2.098 -5.360 -7.459 -8.228 6.66 46.32 1.1746 49.22
10.65 12.425 -2.156 -5.322 -7.478 -8.247 6.68 46.26 1.1812 49.21
10.67 12.452 -2.114 -5.349 -7.464 -8.247 6.68 46.26 1.1825 49.20
10.69 12.466 -2.152 -5.342 -7.493 -8.247 6.68 46.26 1.1839 49.20
10.71 12.473 -2.196 -5.377 -7.573 -8.264 6.70 46.20 1.1829 49.19
10.73 12.650 -2.080 -5.456 -7.536 -8.264 6.70 46.20 1.1964 49.19
10.75 12.738 -2.080 -5.486 -7.566 -8.264 6.70 46.20 1.2035 49.18
10.77 12.783 -2.124 -5.521 -7.645 -8.276 6.72 46.12 1.2061 49.18
10.79 12.805 -2.093 -5.557 -7.650 -8.276 6.72 46.12 1.2063 49.17
10.82 12.816 -2.012 -5.602 -7.614 -8.285 6.73 46.03 1.2052 49.16
10.83 12.905 -2.117 -5.509 -7.626 -8.285 6.73 46.03 1.2176 49.16
10.85 12.949 -2.145 -5.485 -7.630 -8.285 6.73 46.03 1.2228 49.15
10.87 12.971 -2.152 -5.470 -7.622 -8.294 6.75 45.95 1.2254 49.15
10.89 12.982 -2.073 -5.514 -7.586 -8.294 6.75 45.95 1.2241 49.14
10.91 12.988 -2.133 -5.462 -7.595 -8.294 6.75 45.95 1.2267 49.14
10.93 12.949 -2.116 -5.473 -7.589 -8.303 6.76 45.86 1.2219 49.13
10.95 12.929 -2.108 -5.566 -7.674 -8.303 6.76 45.86 1.2154 49.12
10.97 12.919 -2.102 -5.575 -7.678 -8.303 6.76 45.86 1.2137 49.12
10.99 12.914 -2.118 -5.586 -7.703 -8.311 6.77 45.77 1.2124 49.11
11.01 12.911 -2.170 -5.510 -7.680 -8.311 6.77 45.77 1.2151 49.11
11.03 12.775 -2.158 -5.550 -7.708 -8.311 6.77 45.77 1.1996 49.10
11.05 12.707 -2.179 -5.541 -7.721 -8.322 6.79 45.69 1.1929 49.09
11.07 12.673 -2.160 -5.585 -7.746 -8.322 6.79 45.69 1.1873 49.08
11.09 12.656 -2.086 -5.656 -7.742 -8.322 6.79 45.69 1.1823 49.08
11.11 12.826 -2.044 -5.635 -7.679 -8.331 6.80 45.60 1.1993 49.07
11.13 12.912 -2.044 -5.619 -7.663 -8.331 6.80 45.60 1.2080 49.07
11.15 12.954 -2.092 -5.635 -7.728 -8.338 6.82 45.51 1.2111 49.06
11.17 12.976 -2.136 -5.584 -7.721 -8.338 6.82 45.51 1.2151 49.06
11.19 12.986 -2.173 -5.478 -7.652 -8.338 6.82 45.51 1.2205 49.05
11.21 12.992 -2.175 -5.506 -7.681 -8.347 6.83 45.42 1.2194 49.04
11.23 13.009 -2.182 -5.475 -7.657 -8.347 6.83 45.42 1.2221 49.04
11.25 13.017 -2.245 -5.369 -7.614 -8.347 6.83 45.42 1.2273 49.03
11.27 13.021 -2.250 -5.363 -7.613 -8.357 6.84 45.33 1.2276 49.03
11.29 13.023 -2.224 -5.415 -7.638 -8.357 6.84 45.33 1.2250 49.02
11.31 13.025 -2.205 -5.437 -7.642 -8.366 6.85 45.24 1.2238 49.01
11.33 12.920 -2.169 -5.422 -7.591 -8.366 6.85 45.24 1.2134 49.00
11.35 12.867 -2.222 -5.322 -7.545 -8.366 6.85 45.24 1.2122 49.00
11.37 12.841 -2.146 -5.456 -7.603 -8.377 6.87 45.15 1.2033 48.99
11.39 12.828 -2.116 -5.517 -7.633 -8.377 6.87 45.15 1.1989 48.99
11.41 12.821 -2.045 -5.608 -7.653 -8.377 6.87 45.15 1.1939 48.98
11.43 12.720 -2.012 -5.648 -7.660 -8.386 6.89 45.06 1.1818 48.97
11.45 12.669 -1.839 -5.856 -7.695 -8.386 6.89 45.06 1.1675 48.97
11.47 12.644 -1.810 -5.877 -7.687 -8.394 6.90 44.97 1.1638 48.96
11.49 12.631 -1.808 -5.869 -7.677 -8.394 6.90 44.97 1.1625 48.96
11.51 12.625 -1.771 -5.967 -7.739 -8.394 6.90 44.97 1.1573 48.96
11.53 12.753 -1.733 -6.033 -7.766 -8.399 6.92 44.86 1.1662 48.95
11.55 12.818 -1.679 -6.102 -7.781 -8.399 6.92 44.86 1.1688 48.95
11.57 12.850 -1.744 -6.043 -7.787 -8.399 6.92 44.86 1.1740 48.94
11.59 12.866 -1.717 -6.125 -7.843 -8.402 6.94 44.76 1.1714 48.94
11.61 12.874 -1.752 -6.037 -7.789 -8.402 6.94 44.76 1.1756 48.93
11.63 12.867 -1.694 -6.058 -7.752 -8.402 6.94 44.76 1.1735 48.93
11.65 12.864 -1.685 -6.053 -7.737 -8.407 6.95 44.66 1.1730 48.92
11.67 12.862 -1.663 -6.077 -7.740 -8.407 6.95 44.66 1.1713 48.92
11.69 12.861 -1.671 -6.084 -7.755 -8.407 6.95 44.66 1.1705 48.91
11.71 12.860 -1.627 -6.093 -7.720 -8.412 6.97 44.55 1.1695 48.91
11.73 12.970 -1.577 -6.167 -7.744 -8.412 6.97 44.55 1.1762 48.91
11.75 13.025 -1.532 -6.204 -7.736 -8.412 6.97 44.55 1.1793 48.91
11.77 13.052 -1.510 -6.167 -7.677 -8.413 6.98 44.44 1.1832 48.90
11.79 13.066 -1.535 -6.175 -7.709 -8.413 6.98 44.44 1.1836 48.90
11.81 13.073 -1.517 -6.192 -7.709 -8.413 6.98 44.44 1.1831 48.90
11.83 13.014 -1.564 -6.140 -7.704 -8.416 7.00 44.33 1.1793 48.89
11.85 12.984 -1.476 -6.250 -7.726 -8.416 7.00 44.33 1.1710 48.89
11.87 12.970 -1.401 -6.303 -7.704 -8.417 7.02 44.22 1.1668 48.89
11.89 12.962 -1.382 -6.307 -7.688 -8.417 7.02 44.22 1.1654 48.88
11.91 12.959 -1.486 -6.210 -7.696 -8.417 7.02 44.22 1.1689 48.88
11.93 13.046 -1.532 -6.157 -7.689 -8.420 7.03 44.11 1.1793 48.88
11.95 13.090 -1.630 -6.060 -7.690 -8.420 7.03 44.11 1.1874 48.87
11.97 13.112 -1.601 -6.144 -7.745 -8.420 7.03 44.11 1.1852 48.87
11.99 13.123 -1.581 -6.169 -7.749 -8.422 7.05 44.00 1.1846 48.87
12.01 13.129 -1.657 -6.101 -7.758 -8.422 7.05 44.00 1.1877 48.86
12.03 13.095 -1.709 -6.056 -7.765 -8.428 7.07 43.90 1.1860 48.86
12.05 13.077 -1.644 -6.125 -7.769 -8.428 7.07 43.90 1.1806 48.85
12.07 13.069 -1.603 -6.145 -7.748 -8.428 7.07 43.90 1.1784 48.85
12.09 13.065 -1.587 -6.209 -7.797 -8.432 7.08 43.79 1.1746 48.84
12.11 13.063 -1.581 -6.253 -7.834 -8.432 7.08 43.79 1.1718 48.84
12.13 13.229 -1.506 -6.336 -7.842 -8.432 7.08 43.79 1.1835 48.83
12.15 13.312 -1.515 -6.295 -7.810 -8.433 7.10 43.68 1.1929 48.83
12.17 13.353 -1.509 -6.279 -7.789 -8.433 7.10 43.68 1.1971 48.82
12.19 13.374 -1.572 -6.269 -7.841 -8.433 7.10 43.68 1.1992 48.82
12.21 13.385 -1.509 -6.367 -7.876 -8.433 7.12 43.57 1.1950 48.81
12.23 13.298 -1.543 -6.318 -7.860 -8.433 7.12 43.57 1.1884 48.81
12.25 13.255 -1.561 -6.292 -7.853 -8.433 7.12 43.57 1.1850 48.80
12.27 13.233 -1.562 -6.244 -7.806 -8.437 7.13 43.46 1.1846 48.79
12.29 13.222 -1.556 -6.322 -7.878 -8.437 7.13 43.46 1.1794 48.79
12.31 13.217 -1.564 -6.334 -7.898 -8.437 7.13 43.46 1.1779 48.79
12.33 13.247 -1.524 -6.399 -7.923 -8.439 7.15 43.35 1.1773 48.78
12.35 13.262 -1.567 -6.366 -7.933 -8.439 7.15 43.35 1.1798 48.77
12.37 13.270 -1.536 -6.357 -7.893 -8.439 7.15 43.35 1.1805 48.77
12.39 13.273 -1.543 -6.321 -7.865 -8.443 7.17 43.24 1.1820 48.76
12.41 13.275 -1.584 -6.287 -7.871 -8.443 7.17 43.24 1.1833 48.76
12.43 13.385 -1.518 -6.350 -7.868 -8.443 7.17 43.24 1.1906 48.75
12.45 13.440 -1.518 -6.310 -7.828 -8.445 7.19 43.13 1.1973 48.75
