it n time energy barrier aux reached lf_min al_max
775 300 30.8788 1.5673 10.9635 1.2047 0.966 0.422 9.47
776 300 30.5445 1.5297 11.5154 1.2965 0.966 0.481 8.70
777 300 29.1391 1.2542 11.3880 1.3230 0.966 0.421 10.86
778 300 28.5383 1.7499 11.4697 1.2152 0.966 0.382 8.47
779 300 32.0165 1.2667 12.0749 1.2998 0.963 0.458 12.50
780 300 30.6398 1.6234 12.3266 1.1236 0.963 0.538 11.68
781 300 25.9360 1.3111 12.5121 1.1708 0.969 0.387 9.57
782 300 27.4723 1.3600 12.0086 1.1604 0.975 0.604 7.74
783 300 29.5666 1.5694 11.1633 1.2261 0.984 0.519 9.03
784 300 29.9798 1.3115 11.3461 1.3084 0.987 0.518 13.66
785 300 30.9297 1.1876 11.2862 1.2515 0.987 0.430 11.32
786 300 31.7143 1.4803 11.3102 1.2402 0.984 0.225 8.65
787 300 28.1340 1.4998 11.2400 1.3589 0.988 0.406 9.53
788 300 30.9008 1.3445 10.6281 1.2515 0.988 0.513 9.39
789 300 29.2405 1.5900 10.9020 1.2618 0.991 0.350 7.90
790 300 28.9161 1.2809 10.6859 1.2585 0.988 0.503 9.76
791 300 31.3588 1.6046 10.9478 1.1971 0.981 0.340 7.62
792 300 31.0381 1.3239 10.6294 1.1504 0.981 0.474 9.54
793 300 31.1340 1.3246 10.7242 1.2248 0.972 0.201 11.04
794 300 30.9537 1.4484 10.8712 1.2957 0.966 0.370 10.38
795 300 29.3751 1.6161 11.0551 1.3204 0.969 0.499 8.32
796 300 29.9625 1.3341 10.6424 1.2999 0.972 0.420 11.28
797 300 31.5078 1.8146 10.9716 1.1813 0.966 0.406 11.24
798 300 27.8531 1.6460 11.5831 1.2180 0.969 0.219 10.98
799 300 27.5278 1.4832 11.8186 1.2564 0.966 0.359 9.75
