it n time energy barrier aux reached lf_min al_max
774 300 14.5072 0.8278 13.6069 1.2919 0.372 0.705 4.32
775 300 14.6221 0.7919 12.9923 1.2047 0.372 0.683 4.16
776 300 14.7764 0.8759 13.5371 1.2965 0.362 0.581 6.42
777 300 14.3681 0.8641 13.2467 1.3230 0.362 0.588 2.92
778 300 14.5760 0.7919 12.1197 1.2152 0.362 0.658 2.33
779 300 14.4193 0.8082 12.9123 1.2998 0.363 0.681 4.19
780 300 14.6269 0.8215 13.1350 1.1236 0.359 0.617 4.24
781 300 14.4547 0.8377 13.1632 1.1708 0.369 0.593 3.61
782 300 14.4159 0.8213 12.6560 1.1604 0.378 0.666 2.58
783 300 14.4532 0.7403 11.8643 1.2261 0.384 0.658 5.63
784 300 14.4740 0.8510 12.0763 1.3084 0.388 0.571 6.74
785 300 14.6384 0.8657 11.9198 1.2515 0.381 0.654 8.90
786 300 14.6657 0.8677 11.5506 1.2402 0.378 0.646 4.69
787 300 14.6553 0.8287 11.5792 1.3589 0.363 0.572 3.94
788 300 14.4031 0.8150 11.4255 1.2515 0.375 0.729 3.68
789 300 14.3297 0.8174 11.6273 1.2618 0.375 0.570 1.98
790 300 14.3563 0.8523 11.5360 1.2585 0.397 0.611 4.40
791 300 14.6155 0.8527 12.2031 1.1971 0.394 0.468 1.55
792 300 14.5925 0.8172 12.0297 1.1504 0.375 0.584 3.91
793 300 14.5403 0.8035 12.6690 1.2248 0.384 0.640 3.29
794 300 14.8158 0.8590 13.0980 1.2957 0.372 0.672 4.16
795 300 14.6747 0.8245 13.2856 1.3204 0.366 0.580 3.33
796 300 14.6061 0.8892 13.4892 1.2999 0.366 0.701 6.89
797 300 14.8134 0.8097 13.1601 1.1813 0.356 0.690 4.01
798 300 14.4892 0.7945 13.4577 1.2180 0.350 0.481 5.20
799 300 14.2888 0.8093 13.3403 1.2564 0.353 0.691 9.76
