t V gam alpha th thsp Tcc Trc lf alt
15.44 8.341 1.080 -4.480 -3.400 -3.089 0.00 60.49 1.0522 56.42
15.46 8.287 1.093 -4.561 -3.469 -3.089 0.00 60.49 1.0471 56.43
15.48 8.260 1.363 -4.829 -3.466 -3.066 0.00 60.51 1.0407 56.43
15.50 8.247 1.299 -4.824 -3.526 -3.066 0.00 60.51 1.0400 56.44
15.52 8.240 1.336 -4.888 -3.552 -3.066 0.00 60.51 1.0385 56.45
15.54 8.300 1.438 -4.952 -3.515 -3.041 0.00 60.51 1.0414 56.45
15.56 8.330 1.504 -5.036 -3.532 -3.041 0.00 60.51 1.0420 56.46
15.58 8.345 1.472 -5.023 -3.551 -3.041 0.00 60.51 1.0432 56.47
15.60 8.352 1.513 -5.072 -3.560 -3.013 0.00 60.51 1.0429 56.48
15.62 8.356 1.423 -4.954 -3.530 -3.013 0.00 60.51 1.0454 56.48
15.64 8.169 1.351 -4.841 -3.489 -3.013 0.00 60.51 1.0351 56.49
15.66 8.076 1.279 -4.797 -3.518 -2.991 0.00 60.52 1.0298 56.50
15.68 8.029 1.332 -4.788 -3.456 -2.991 0.00 60.52 1.0270 56.51
15.70 8.006 1.345 -4.794 -3.449 -2.991 0.00 60.52 1.0255 56.52
15.72 8.226 1.448 -4.929 -3.482 -2.968 0.00 60.53 1.0375 56.53
15.74 8.336 1.460 -4.994 -3.534 -2.968 0.00 60.53 1.0436 56.53
15.76 8.390 1.556 -5.044 -3.487 -2.940 0.00 60.53 1.0464 56.54
15.78 8.418 1.497 -4.952 -3.455 -2.940 0.00 60.53 1.0500 56.56
15.80 8.432 1.556 -5.026 -3.471 -2.940 0.00 60.53 1.0495 56.56
15.82 8.439 1.642 -5.153 -3.511 -2.911 0.00 60.52 1.0477 56.57
15.84 8.141 1.633 -5.068 -3.435 -2.911 0.00 60.52 1.0298 56.58
15.86 7.992 1.737 -5.116 -3.380 -2.911 0.00 60.52 1.0196 56.59
15.88 7.918 1.750 -5.063 -3.313 -2.886 0.00 60.52 1.0158 56.60
15.90 7.881 1.732 -5.073 -3.341 -2.886 0.00 60.52 1.0133 56.61
15.92 8.120 1.745 -5.046 -3.301 -2.886 0.00 60.52 1.0289 56.62
15.94 8.240 1.699 -4.961 -3.262 -2.862 0.00 60.52 1.0382 56.63
15.96 8.300 1.652 -4.872 -3.220 -2.862 0.00 60.52 1.0437 56.64
15.98 8.330 1.511 -4.722 -3.211 -2.839 0.00 60.53 1.0484 56.65
16.00 8.345 1.550 -4.761 -3.210 -2.839 0.00 60.53 1.0487 56.66
16.02 8.352 1.577 -4.787 -3.210 -2.839 0.00 60.53 1.0488 56.67
16.04 8.424 1.721 -4.956 -3.235 -2.812 0.00 60.52 1.0505 56.68
16.06 8.460 1.870 -5.106 -3.237 -2.812 0.00 60.52 1.0502 56.69
16.08 8.478 1.855 -5.056 -3.200 -2.812 0.00 60.52 1.0523 56.70
16.10 8.487 1.955 -5.120 -3.165 -2.784 0.00 60.51 1.0518 56.71
16.12 8.492 1.916 -5.089 -3.173 -2.784 0.00 60.51 1.0526 56.72
16.14 8.330 1.890 -5.007 -3.118 -2.784 0.00 60.51 1.0434 56.73
16.16 8.249 2.066 -5.151 -3.085 -2.758 0.00 60.50 1.0356 56.74
16.18 8.209 2.065 -5.165 -3.100 -2.758 0.00 60.50 1.0327 56.75
16.20 8.188 1.970 -5.072 -3.103 -2.758 0.00 60.50 1.0330 56.76
16.22 8.178 2.012 -5.079 -3.066 -2.732 0.00 60.50 1.0322 56.77
16.24 8.136 2.150 -5.227 -3.078 -2.732 0.00 60.50 1.0269 56.79
16.26 8.114 2.222 -5.314 -3.093 -2.732 0.00 60.50 1.0240 56.79
16.28 8.114 2.179 -5.315 -3.137 -2.706 0.00 60.49 1.0240 56.81
16.30 8.098 2.249 -5.403 -3.154 -2.706 0.00 60.49 1.0214 56.82
16.32 8.096 2.377 -5.536 -3.159 -2.706 0.00 60.49 1.0190 56.83
16.34 8.215 2.440 -5.590 -3.149 -2.678 0.00 60.46 1.0255 56.84
16.36 8.275 2.448 -5.583 -3.136 -2.678 0.00 60.46 1.0294 56.85
16.38 8.305 2.482 -5.597 -3.115 -2.648 0.00 60.44 1.0310 56.86
16.40 8.320 2.605 -5.712 -3.107 -2.648 0.00 60.44 1.0298 56.87
16.42 8.328 2.551 -5.680 -3.129 -2.648 0.00 60.44 1.0308 56.88
16.44 8.254 2.569 -5.641 -3.072 -2.619 0.00 60.41 1.0268 56.89
16.46 8.217 2.515 -5.582 -3.067 -2.619 0.00 60.41 1.0254 56.90
16.48 8.199 2.527 -5.590 -3.063 -2.619 0.00 60.41 1.0240 56.92
16.51 8.190 2.433 -5.540 -3.107 -2.592 0.00 60.39 1.0242 56.93
16.52 8.185 2.439 -5.557 -3.118 -2.592 0.00 60.39 1.0235 56.94
16.54 8.241 2.572 -5.710 -3.138 -2.592 0.00 60.39 1.0243 56.94
16.56 8.269 2.548 -5.702 -3.153 -2.564 0.00 60.36 1.0261 56.96
16.58 8.283 2.425 -5.610 -3.185 -2.564 0.00 60.36 1.0284 56.96
16.60 8.290 2.503 -5.674 -3.171 -2.564 0.00 60.36 1.0277 56.97
16.62 8.294 2.583 -5.768 -3.185 -2.536 0.00 60.34 1.0261 56.98
16.64 8.117 2.499 -5.691 -3.192 -2.536 0.00 60.34 1.0164 56.99
16.66 8.029 2.478 -5.651 -3.173 -2.536 0.00 60.34 1.0116 57.00
16.68 7.985 2.449 -5.554 -3.105 -2.513 0.00 60.32 1.0104 57.01
16.70 7.963 2.513 -5.627 -3.114 -2.513 0.00 60.32 1.0078 57.02
16.72 7.952 2.348 -5.435 -3.088 -2.513 0.00 60.32 1.0102 57.03
16.74 8.062 2.471 -5.520 -3.049 -2.492 0.00 60.32 1.0155 57.04
16.76 8.117 2.423 -5.319 -2.897 -2.492 0.00 60.32 1.0224 57.05
16.78 8.145 2.475 -5.338 -2.863 -2.492 0.00 60.32 1.0238 57.06
16.80 8.159 2.498 -5.275 -2.777 -2.472 0.00 60.32 1.0257 57.07
16.82 8.166 2.513 -5.257 -2.744 -2.472 0.00 60.32 1.0265 57.08
16.84 8.199 2.560 -5.294 -2.734 -2.472 0.00 60.32 1.0279 57.09
16.86 8.216 2.651 -5.370 -2.719 -2.450 0.00 60.31 1.0277 57.10
16.88 8.225 2.556 -5.284 -2.727 -2.450 0.00 60.31 1.0297 57.11
16.90 8.229 2.569 -5.239 -2.670 -2.450 0.00 60.31 1.0307 57.12
16.92 8.231 2.527 -5.183 -2.657 -2.431 0.00 60.31 1.0318 57.13
16.94 8.223 2.493 -5.159 -2.666 -2.431 0.00 60.31 1.0316 57.14
16.96 8.218 2.547 -5.186 -2.639 -2.431 0.00 60.31 1.0309 57.15
16.98 8.216 2.534 -5.114 -2.580 -2.414 0.00 60.32 1.0320 57.16
17.00 8.215 2.549 -5.104 -2.555 -2.414 0.00 60.32 1.0321 57.17
17.02 8.215 2.497 -5.054 -2.557 -2.414 0.00 60.32 1.0329 57.18
17.04 8.037 2.734 -5.311 -2.578 -2.396 0.00 60.32 1.0172 57.19
17.06 7.947 2.724 -5.339 -2.615 -2.396 0.00 60.32 1.0112 57.20
17.08 7.903 2.708 -5.314 -2.606 -2.396 0.00 60.32 1.0089 57.21
17.10 7.881 2.713 -5.306 -2.593 -2.381 0.00 60.33 1.0076 57.22
17.12 7.910 2.741 -5.328 -2.587 -2.381 0.00 60.33 1.0091 57.23
17.14 7.925 2.560 -5.176 -2.616 -2.381 0.00 60.33 1.0125 57.24
17.16 7.933 2.578 -5.236 -2.658 -2.368 0.00 60.34 1.0120 57.25
17.18 7.936 2.617 -5.359 -2.741 -2.368 0.00 60.34 1.0102 57.25
17.20 7.938 2.585 -5.408 -2.822 -2.368 0.00 60.34 1.0095 57.27
17.22 7.939 2.551 -5.399 -2.849 -2.354 0.00 60.35 1.0097 57.27
17.24 7.959 2.676 -5.549 -2.873 -2.354 0.00 60.35 1.0084 57.28
17.26 7.968 2.636 -5.496 -2.860 -2.354 0.00 60.35 1.0099 57.29
17.28 7.973 2.563 -5.408 -2.845 -2.340 0.00 60.35 1.0117 57.30
17.30 7.976 2.518 -5.370 -2.853 -2.340 0.00 60.35 1.0125 57.31
17.32 7.977 2.402 -5.312 -2.910 -2.340 0.00 60.35 1.0135 57.32
17.34 7.921 2.364 -5.293 -2.930 -2.330 0.00 60.37 1.0104 57.33
17.36 7.893 2.325 -5.270 -2.945 -2.330 0.00 60.37 1.0091 57.34
17.38 7.879 2.303 -5.260 -2.957 -2.330 0.00 60.37 1.0084 57.35
17.41 7.872 2.304 -5.300 -2.997 -2.321 0.00 60.39 1.0074 57.36
17.42 7.869 2.272 -5.262 -2.990 -2.321 0.00 60.39 1.0078 57.36
17.44 7.904 2.250 -5.179 -2.929 -2.321 0.00 60.39 1.0114 57.37
17.46 7.922 2.135 -5.090 -2.955 -2.314 0.00 60.42 1.0140 57.38
17.48 7.931 2.064 -5.019 -2.955 -2.314 0.00 60.42 1.0158 57.38
17.50 7.935 1.875 -4.861 -2.986 -2.312 0.00 60.47 1.0187 57.39
17.52 7.937 1.803 -4.796 -2.993 -2.312 0.00 60.47 1.0200 57.40
17.54 7.774 1.624 -4.632 -3.008 -2.312 0.00 60.47 1.0124 57.40
17.56 7.692 1.469 -4.454 -2.985 -2.317 0.00 60.53 1.0101 57.41
17.58 7.651 1.386 -4.308 -2.922 -2.317 0.00 60.53 1.0100 57.41
17.60 7.631 1.418 -4.312 -2.894 -2.317 0.00 60.53 1.0088 57.41
17.62 7.620 1.415 -4.226 -2.811 -2.328 0.00 60.62 1.0097 57.42
17.64 8.082 1.316 -4.087 -2.771 -2.328 0.00 60.62 1.0424 57.42
17.66 8.313 1.393 -4.095 -2.702 -2.328 0.00 60.62 1.0584 57.43
17.68 8.428 1.511 -4.229 -2.718 -2.334 0.00 60.69 1.0643 57.43
17.70 8.486 1.544 -4.229 -2.686 -2.334 0.00 60.69 1.0686 57.44
17.72 8.515 1.371 -4.073 -2.701 -2.334 0.00 60.69 1.0738 57.44
17.74 7.958 1.387 -4.045 -2.658 -2.340 0.00 60.76 1.0360 57.45
17.76 7.679 1.343 -3.957 -2.614 -2.340 0.00 60.76 1.0194 57.45
17.78 7.539 1.477 -4.072 -2.595 -2.340 0.00 60.76 1.0090 57.46
17.81 7.470 1.569 -4.194 -2.625 -2.353 0.00 60.85 1.0032 57.47
17.82 7.435 1.704 -4.300 -2.596 -2.353 0.00 60.85 0.9998 57.47
17.84 7.727 1.776 -4.363 -2.587 -2.353 0.00 60.85 1.0175 57.47
17.86 7.872 1.760 -4.341 -2.580 -2.362 0.00 60.93 1.0275 57.48
17.88 7.945 1.747 -4.324 -2.576 -2.362 0.00 60.93 1.0329 57.49
17.90 7.982 1.714 -4.296 -2.582 -2.362 0.00 60.93 1.0360 57.49
17.92 8.000 1.743 -4.334 -2.590 -2.370 0.00 61.00 1.0369 57.49
17.94 7.898 1.807 -4.406 -2.598 -2.370 0.00 61.00 1.0294 57.50
17.96 7.847 1.844 -4.520 -2.676 -2.376 0.00 61.07 1.0246 57.50
17.98 7.822 1.734 -4.427 -2.693 -2.376 0.00 61.07 1.0248 57.50
18.00 7.809 1.768 -4.481 -2.714 -2.376 0.00 61.07 1.0234 57.51
18.02 7.803 1.889 -4.629 -2.740 -2.382 0.00 61.12 1.0209 57.51
18.04 7.664 1.665 -4.352 -2.687 -2.382 0.00 61.12 1.0168 57.52
18.06 7.595 1.784 -4.519 -2.734 -2.382 0.00 61.12 1.0102 57.52
18.08 7.560 1.910 -4.679 -2.769 -2.390 0.00 61.19 1.0060 57.53
18.10 7.543 2.027 -4.854 -2.827 -2.390 0.00 61.19 1.0027 57.53
18.12 7.534 2.132 -4.952 -2.819 -2.394 0.00 61.24 1.0010 57.54
18.14 7.325 2.111 -4.934 -2.822 -2.394 0.00 61.24 0.9892 57.55
18.16 7.220 2.243 -5.064 -2.822 -2.394 0.00 61.24 0.9816 57.55
18.18 7.168 2.050 -4.904 -2.854 -2.402 0.00 61.30 0.9810 57.56
18.20 7.142 2.108 -4.970 -2.862 -2.402 0.00 61.30 0.9790 57.56
18.22 7.129 1.918 -4.810 -2.893 -2.402 0.00 61.30 0.9806 57.57
18.24 7.417 2.063 -4.921 -2.857 -2.411 0.00 61.36 0.9961 57.58
18.26 7.561 2.344 -5.185 -2.841 -2.411 0.00 61.36 1.0012 57.58
18.28 7.633 2.487 -5.319 -2.832 -2.411 0.00 61.36 1.0037 57.59
18.30 7.670 2.372 -5.207 -2.836 -2.413 0.00 61.39 1.0078 57.60
18.32 7.688 2.306 -5.110 -2.804 -2.413 0.00 61.39 1.0106 57.61
18.34 7.396 2.238 -5.027 -2.789 -2.413 0.00 61.39 0.9947 57.62
18.36 7.251 2.269 -5.046 -2.777 -2.420 0.00 61.44 0.9863 57.62
18.38 7.178 2.231 -5.041 -2.810 -2.420 0.00 61.44 0.9824 57.63
18.40 7.141 2.090 -4.901 -2.811 -2.420 0.00 61.44 0.9824 57.64
18.42 7.123 2.115 -4.916 -2.802 -2.431 0.00 61.50 0.9814 57.64
18.44 7.325 2.283 -5.132 -2.849 -2.431 0.00 61.50 0.9903 57.65
18.46 7.426 2.329 -5.175 -2.846 -2.431 0.00 61.50 0.9957 57.65
18.48 7.476 2.289 -5.186 -2.897 -2.437 0.00 61.55 0.9987 57.66
18.50 7.502 2.273 -5.134 -2.861 -2.437 0.00 61.55 1.0012 57.66
18.52 7.514 2.485 -5.308 -2.824 -2.437 0.00 61.55 0.9996 57.67
18.54 7.503 2.500 -5.288 -2.788 -2.440 0.00 61.58 0.9995 57.68
18.56 7.498 2.537 -5.299 -2.762 -2.440 0.00 61.58 0.9993 57.68
18.58 7.495 2.336 -5.070 -2.734 -2.440 0.00 61.58 1.0026 57.69
18.60 7.494 2.305 -5.054 -2.749 -2.446 0.00 61.62 1.0029 57.69
18.62 7.493 2.422 -5.190 -2.768 -2.446 0.00 61.62 1.0011 57.70
18.64 7.388 2.305 -5.048 -2.742 -2.446 0.00 61.62 0.9972 57.71
18.66 7.336 2.220 -4.930 -2.710 -2.455 0.00 61.67 0.9960 57.71
18.68 7.309 2.058 -4.726 -2.668 -2.455 0.00 61.67 0.9975 57.72
18.70 7.296 1.965 -4.661 -2.696 -2.455 0.00 61.67 0.9978 57.72
18.72 7.290 1.894 -4.667 -2.773 -2.468 0.00 61.74 0.9975 57.73
18.74 7.559 1.845 -4.608 -2.763 -2.468 0.00 61.74 1.0148 57.73
18.76 7.694 1.596 -4.359 -2.763 -2.468 0.00 61.74 1.0272 57.74
18.78 7.762 1.720 -4.454 -2.734 -2.482 0.00 61.81 1.0303 57.74
18.80 7.795 1.855 -4.599 -2.744 -2.482 0.00 61.81 1.0304 57.74
18.82 7.812 1.924 -4.661 -2.737 -2.491 0.00 61.87 1.0307 57.75
18.84 7.761 1.936 -4.738 -2.802 -2.491 0.00 61.87 1.0266 57.76
18.86 7.736 1.786 -4.623 -2.837 -2.491 0.00 61.87 1.0270 57.76
18.88 7.723 1.706 -4.498 -2.792 -2.503 0.00 61.94 1.0284 57.76
18.90 7.716 1.816 -4.604 -2.788 -2.503 0.00 61.94 1.0267 57.77
18.92 7.713 1.799 -4.558 -2.759 -2.503 0.00 61.94 1.0275 57.77
18.94 7.614 1.632 -4.393 -2.761 -2.517 0.00 62.01 1.0240 57.78
18.96 7.565 1.484 -4.279 -2.795 -2.517 0.00 62.01 1.0229 57.78
18.98 7.540 1.450 -4.296 -2.845 -2.517 0.00 62.01 1.0214 57.78
19.00 7.528 1.541 -4.409 -2.868 -2.532 0.00 62.08 1.0192 57.79
19.02 7.522 1.516 -4.364 -2.848 -2.532 0.00 62.08 1.0198 57.79
19.04 7.502 1.586 -4.425 -2.840 -2.532 0.00 62.08 1.0180 57.79
19.06 7.491 1.405 -4.247 -2.841 -2.548 0.00 62.16 1.0203 57.80
19.08 7.486 1.476 -4.310 -2.834 -2.548 0.00 62.16 1.0194 57.80
19.10 7.484 1.386 -4.196 -2.811 -2.566 0.00 62.24 1.0211 57.80
19.12 7.435 1.446 -4.281 -2.835 -2.566 0.00 62.24 1.0173 57.81
19.14 7.411 1.505 -4.358 -2.853 -2.566 0.00 62.24 1.0150 57.81
19.16 7.399 1.465 -4.314 -2.848 -2.582 0.00 62.32 1.0152 57.81
19.18 7.393 1.411 -4.244 -2.833 -2.582 0.00 62.32 1.0162 57.82
19.20 7.390 1.476 -4.332 -2.857 -2.582 0.00 62.32 1.0151 57.82
19.22 7.388 1.436 -4.246 -2.810 -2.599 0.00 62.40 1.0166 57.82
19.24 7.317 1.388 -4.185 -2.797 -2.599 0.00 62.40 1.0135 57.82
19.26 7.281 1.301 -4.088 -2.787 -2.599 0.00 62.40 1.0130 57.83
19.28 7.264 1.223 -3.993 -2.770 -2.619 0.00 62.49 1.0136 57.83
19.30 7.255 1.059 -3.899 -2.840 -2.619 0.00 62.49 1.0147 57.83
19.32 7.250 1.032 -3.820 -2.788 -2.643 0.00 62.59 1.0158 57.83
19.34 7.393 0.971 -3.747 -2.777 -2.643 0.00 62.59 1.0262 57.83
19.36 7.465 0.934 -3.683 -2.749 -2.643 0.00 62.59 1.0321 57.83
19.38 7.500 1.006 -3.686 -2.681 -2.665 0.00 62.70 1.0347 57.83
19.40 7.518 0.901 -3.684 -2.783 -2.665 0.00 62.70 1.0364 57.83
19.42 7.527 0.775 -3.585 -2.811 -2.665 0.00 62.70 1.0388 57.83
19.44 7.536 0.703 -3.540 -2.837 -2.690 0.00 62.81 1.0405 57.83
19.46 7.540 0.719 -3.614 -2.895 -2.690 0.00 62.81 1.0401 57.83
19.48 7.542 0.717 -3.612 -2.895 -2.690 0.00 62.81 1.0407 57.83
19.50 7.543 0.702 -3.557 -2.855 -2.714 0.00 62.92 1.0421 57.83
19.52 7.544 0.683 -3.509 -2.826 -2.714 0.00 62.92 1.0433 57.84
19.54 7.452 0.725 -3.532 -2.807 -2.714 0.00 62.92 1.0374 57.84
19.56 7.405 0.890 -3.643 -2.754 -2.736 0.00 63.02 1.0333 57.84
19.58 7.382 1.058 -3.820 -2.762 -2.736 0.00 63.02 1.0298 57.85
19.60 7.371 1.358 -4.114 -2.756 -2.736 0.00 63.02 1.0254 57.85
19.62 7.365 1.335 -4.119 -2.785 -2.750 0.00 63.09 1.0254 57.85
19.64 7.479 1.413 -4.203 -2.790 -2.750 0.00 63.09 1.0316 57.86
19.66 7.536 1.450 -4.220 -2.770 -2.750 0.00 63.09 1.0353 57.86
19.68 7.564 1.278 -4.072 -2.794 -2.761 0.00 63.15 1.0397 57.87
19.70 7.579 1.356 -4.171 -2.814 -2.761 0.00 63.15 1.0395 57.87
19.72 7.586 1.381 -4.205 -2.824 -2.761 0.00 63.15 1.0397 57.88
19.74 7.530 1.334 -4.114 -2.780 -2.770 0.00 63.21 1.0379 57.88
19.76 7.502 1.406 -4.148 -2.742 -2.770 0.00 63.21 1.0360 57.89
19.78 7.488 1.255 -4.072 -2.817 -2.770 0.00 63.21 1.0365 57.90
19.80 7.481 1.177 -4.020 -2.843 -2.781 0.00 63.27 1.0371 57.90
19.82 7.478 1.174 -4.064 -2.889 -2.781 0.00 63.27 1.0366 57.91
19.84 7.379 1.256 -4.081 -2.825 -2.781 0.00 63.27 1.0305 57.91
19.86 7.330 1.313 -4.134 -2.821 -2.790 0.00 63.33 1.0271 57.92
19.88 7.306 1.208 -4.099 -2.891 -2.790 0.00 63.33 1.0263 57.92
19.90 7.293 1.320 -4.266 -2.946 -2.790 0.00 63.33 1.0235 57.93
19.92 7.287 1.293 -4.228 -2.935 -2.799 0.00 63.39 1.0239 57.93
19.94 7.293 1.302 -4.231 -2.929 -2.799 0.00 63.39 1.0245 57.94
19.96 7.296 1.360 -4.285 -2.924 -2.799 0.00 63.39 1.0242 57.94
19.98 7.297 1.289 -4.257 -2.968 -2.805 0.00 63.44 1.0249 57.95
20.00 7.298 1.375 -4.351 -2.975 -2.805 0.00 63.44 1.0239 57.95
20.02 7.298 1.352 -4.353 -3.001 -2.805 0.00 63.44 1.0241 57.96
20.04 7.240 1.262 -4.214 -2.952 -2.810 0.00 63.48 1.0228 57.96
20.06 7.211 1.258 -4.244 -2.986 -2.810 0.00 63.48 1.0209 57.97
20.08 7.196 1.200 -4.144 -2.944 -2.810 0.00 63.48 1.0216 57.97
20.10 7.189 1.167 -4.140 -2.973 -2.815 0.00 63.53 1.0214 57.98
20.12 7.185 1.147 -4.178 -3.031 -2.815 0.00 63.53 1.0209 57.98
20.14 7.280 1.435 -4.453 -3.019 -2.815 0.00 63.53 1.0230 57.99
20.16 7.327 1.452 -4.570 -3.118 -2.816 0.00 63.56 1.0243 57.99
20.18 7.350 1.572 -4.703 -3.131 -2.816 0.00 63.56 1.0241 58.00
20.20 7.362 1.663 -4.747 -3.084 -2.816 0.00 63.56 1.0243 58.00
20.22 7.368 1.448 -4.505 -3.057 -2.814 0.00 63.58 1.0283 58.01
20.24 7.302 1.316 -4.389 -3.074 -2.814 0.00 63.58 1.0261 58.02
20.26 7.269 1.299 -4.405 -3.106 -2.814 0.00 63.58 1.0240 58.02
20.28 7.252 1.282 -4.414 -3.133 -2.812 0.00 63.61 1.0231 58.02
20.30 7.244 1.131 -4.271 -3.140 -2.812 0.00 63.61 1.0247 58.03
20.32 7.240 1.149 -4.250 -3.101 -2.812 0.00 63.61 1.0249 58.04
20.34 7.122 1.111 -4.198 -3.087 -2.813 0.00 63.65 1.0187 58.04
20.36 7.063 1.115 -4.177 -3.062 -2.813 0.00 63.65 1.0157 58.04
20.38 7.033 1.134 -4.233 -3.098 -2.813 0.00 63.65 1.0133 58.05
20.40 7.019 1.178 -4.268 -3.091 -2.816 0.00 63.69 1.0122 58.06
20.42 7.011 1.224 -4.267 -3.043 -2.816 0.00 63.69 1.0119 58.06
20.44 7.231 1.097 -4.112 -3.016 -2.817 0.00 63.73 1.0272 58.07
20.46 7.341 1.120 -4.118 -2.998 -2.817 0.00 63.73 1.0340 58.07
20.48 7.396 1.134 -4.067 -2.933 -2.817 0.00 63.73 1.0383 58.08
20.50 7.423 1.183 -4.132 -2.950 -2.816 0.00 63.76 1.0392 58.08
20.52 7.437 1.247 -4.107 -2.860 -2.816 0.00 63.76 1.0406 58.09
20.54 7.348 1.278 -4.096 -2.818 -2.816 0.00 63.76 1.0355 58.09
20.56 7.303 1.335 -4.116 -2.781 -2.815 0.00 63.80 1.0326 58.10
20.58 7.281 1.475 -4.192 -2.717 -2.815 0.00 63.80 1.0304 58.11
20.60 7.270 1.533 -4.236 -2.703 -2.815 0.00 63.80 1.0293 58.11
20.62 7.264 1.538 -4.224 -2.685 -2.811 0.00 63.82 1.0293 58.12
20.64 7.516 1.596 -4.265 -2.669 -2.811 0.00 63.82 1.0443 58.13
20.66 7.516 1.607 -4.218 -2.611 -2.811 0.00 63.82 1.0451 58.13
20.68 7.704 1.610 -4.206 -2.596 -2.803 0.00 63.83 1.0573 58.14
20.70 7.736 1.617 -4.219 -2.602 -2.803 0.00 63.83 1.0593 58.14
20.72 7.751 1.540 -4.168 -2.628 -2.803 0.00 63.83 1.0612 58.15
20.74 7.551 1.654 -4.354 -2.700 -2.793 0.00 63.83 1.0457 58.15
20.76 7.451 1.745 -4.493 -2.747 -2.793 0.00 63.83 1.0376 58.16
20.78 7.401 1.687 -4.428 -2.741 -2.793 0.00 63.83 1.0356 58.17
20.80 7.376 1.609 -4.400 -2.791 -2.784 0.00 63.84 1.0345 58.17
20.82 7.364 1.640 -4.510 -2.870 -2.784 0.00 63.84 1.0322 58.18
20.84 7.150 1.826 -4.755 -2.929 -2.784 0.00 63.84 1.0163 58.19
20.86 7.043 1.996 -4.946 -2.951 -2.772 0.00 63.82 1.0078 58.20
20.88 6.990 2.053 -5.041 -2.989 -2.772 0.00 63.82 1.0036 58.20
20.90 6.963 2.068 -5.030 -2.962 -2.772 0.00 63.82 1.0023 58.21
20.92 6.950 2.030 -5.005 -2.975 -2.759 0.00 63.81 1.0018 58.22
20.95 6.949 2.150 -5.191 -3.042 -2.759 0.00 63.81 0.9994 58.23
20.96 6.949 2.139 -5.237 -3.098 -2.759 0.00 63.81 0.9988 58.23
20.98 6.949 1.992 -5.099 -3.107 -2.744 0.00 63.78 1.0005 58.24
21.00 6.949 1.915 -5.012 -3.097 -2.744 0.00 63.78 1.0015 58.25
21.02 6.949 1.913 -4.985 -3.071 -2.744 0.00 63.78 1.0019 58.26
21.04 7.195 2.121 -5.135 -3.015 -2.731 0.00 63.76 1.0136 58.26
21.06 7.317 2.175 -5.195 -3.020 -2.731 0.00 63.76 1.0197 58.27
21.08 7.379 2.169 -5.270 -3.101 -2.711 0.00 63.72 1.0221 58.28
21.10 7.409 2.109 -5.199 -3.090 -2.711 0.00 63.72 1.0247 58.28
21.12 7.425 2.012 -5.104 -3.091 -2.711 0.00 63.72 1.0269 58.29
21.14 7.403 1.992 -5.042 -3.050 -2.692 0.00 63.69 1.0264 58.29
21.16 7.392 2.074 -5.081 -3.007 -2.692 0.00 63.69 1.0252 58.30
21.18 7.387 1.961 -4.894 -2.933 -2.692 0.00 63.69 1.0274 58.30
21.20 7.384 1.864 -4.753 -2.890 -2.676 0.00 63.67 1.0292 58.31
21.22 7.383 1.825 -4.711 -2.886 -2.676 0.00 63.67 1.0296 58.31
21.24 7.409 1.771 -4.691 -2.921 -2.676 0.00 63.67 1.0314 58.32
21.26 7.423 1.751 -4.681 -2.930 -2.659 0.00 63.66 1.0322 58.32
21.28 7.429 1.701 -4.570 -2.868 -2.659 0.00 63.66 1.0341 58.33
21.30 7.433 1.401 -4.236 -2.834 -2.659 0.00 63.66 1.0391 58.33
21.32 7.434 1.403 -4.248 -2.844 -2.648 0.00 63.66 1.0389 58.33
21.34 7.315 1.309 -4.153 -2.844 -2.648 0.00 63.66 1.0329 58.34
21.36 7.255 1.303 -4.060 -2.757 -2.640 0.00 63.68 1.0305 58.34
21.38 7.225 1.355 -4.065 -2.710 -2.640 0.00 63.68 1.0286 58.34
21.40 7.210 1.388 -4.018 -2.631 -2.640 0.00 63.68 1.0284 58.35
21.43 7.112 1.212 -3.723 -2.510 -2.637 0.00 63.72 1.0264 58.35
21.44 7.063 1.243 -3.749 -2.506 -2.637 0.00 63.72 1.0231 58.35
21.46 7.039 1.247 -3.799 -2.552 -2.637 0.00 63.72 1.0210 58.36
21.48 7.026 1.247 -3.783 -2.536 -2.634 0.00 63.75 1.0205 58.36
21.50 7.020 1.212 -3.765 -2.552 -2.634 0.00 63.75 1.0205 58.37
21.52 7.017 1.153 -3.716 -2.563 -2.634 0.00 63.75 1.0210 58.37
21.54 7.090 1.096 -3.724 -2.628 -2.634 0.00 63.79 1.0254 58.37
21.56 7.127 0.969 -3.609 -2.640 -2.634 0.00 63.79 1.0292 58.38
21.58 7.145 1.051 -3.760 -2.709 -2.634 0.00 63.79 1.0284 58.38
21.60 7.154 0.975 -3.690 -2.715 -2.633 0.00 63.83 1.0300 58.38
21.62 7.158 1.116 -3.833 -2.717 -2.633 0.00 63.83 1.0285 58.39
21.64 7.100 1.253 -3.963 -2.710 -2.633 0.00 63.83 1.0234 58.39
21.66 7.071 1.198 -3.977 -2.779 -2.628 0.00 63.86 1.0216 58.40
21.68 7.057 1.233 -3.985 -2.752 -2.628 0.00 63.86 1.0208 58.40
21.70 7.050 1.242 -3.993 -2.750 -2.628 0.00 63.86 1.0204 58.40
21.72 7.046 1.308 -4.018 -2.711 -2.623 0.00 63.88 1.0199 58.40
21.74 7.227 1.475 -4.206 -2.731 -2.623 0.00 63.88 1.0284 58.41
21.76 7.317 1.525 -4.257 -2.732 -2.623 0.00 63.88 1.0332 58.41
