it n time energy barrier aux reached lf_min al_max
774 300 39.1594 1.3713 10.9926 1.2919 0.947 0.462 13.37
775 300 41.6642 1.4645 10.5909 1.2047 0.944 0.387 10.24
776 300 39.8307 1.3000 11.2149 1.2965 0.941 0.454 8.06
777 300 36.4995 1.1280 11.0785 1.3230 0.934 0.410 12.19
778 300 40.0634 1.5733 11.1633 1.2152 0.928 0.376 8.65
779 300 41.7353 1.2809 11.7940 1.2998 0.922 0.440 12.18
780 300 39.4790 1.4365 12.0046 1.1236 0.919 0.529 10.71
781 300 33.6295 1.1464 12.2198 1.1708 0.922 0.436 8.63
782 300 37.3303 1.1619 11.7416 1.1604 0.919 0.608 6.81
783 300 40.7486 1.4774 11.0207 1.2261 0.925 0.539 9.63
784 300 38.7035 1.2606 11.1773 1.3084 0.931 0.528 12.91
785 300 40.4458 1.1499 11.0802 1.2515 0.928 0.457 13.13
786 300 41.6099 1.2653 11.0301 1.2402 0.922 0.178 7.87
787 300 37.6798 1.3596 11.0272 1.3589 0.931 0.397 9.67
788 300 39.2450 1.2963 10.3883 1.2515 0.941 0.552 9.87
789 300 38.4678 1.3714 10.6375 1.2618 0.938 0.359 9.22
790 300 38.9267 1.1978 10.4758 1.2585 0.931 0.507 9.68
791 300 40.9096 1.3667 10.7128 1.1971 0.931 0.382 12.62
792 300 39.4687 1.2756 10.3988 1.1504 0.934 0.483 8.23
793 300 41.1344 1.2592 10.5651 1.2248 0.937 0.111 8.94
794 300 39.7617 1.2910 10.7270 1.2957 0.928 0.412 9.22
795 300 39.7957 1.5034 10.8115 1.3204 0.931 0.499 6.26
796 300 38.9115 1.1837 10.4097 1.2999 0.931 0.413 9.98
797 300 42.0876 1.6104 10.6871 1.1813 0.928 0.381 11.04
798 300 38.1656 1.5154 11.2818 1.2180 0.922 0.218 8.14
799 300 36.4285 1.3361 11.5160 1.2564 0.925 0.282 9.82
